icd,description,version,,
851.71,"Cerebellar or brain stem laceration with open intracranial wound, with no loss of consciousness",9,,
851.72,"Cerebellar or brain stem laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.73,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.74,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.75,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.76,"Cerebellar or brain stem laceration with open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.79,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified",9,,
851.80,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness",9,,
851.81,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness",9,,
851.82,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.83,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.84,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",9,,
851.85,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.86,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.89,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified",9,,
851.90,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness",9,,
851.91,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness",9,,
851.92,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.93,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.94,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.95,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.96,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.99,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified",9,,
852.00,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",9,,
852.01,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",9,,
852.02,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
852.03,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.04,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
852.05,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.06,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.09,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",9,,
852.10,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness",9,,
852.11,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness",9,,
852.12,"Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
852.13,"Subarachnoid hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.14,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",9,,
852.15,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.16,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.19,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",9,,
852.20,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",9,,
852.21,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",9,,
852.22,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
852.23,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.24,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
852.25,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.26,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.29,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",9,,
852.30,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",9,,
852.31,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",9,,
852.32,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
852.33,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.34,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
852.35,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.36,"Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.39,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified",9,,
852.40,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",9,,
852.41,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",9,,
852.42,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",9,,
852.43,"Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.44,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
852.45,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.46,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.49,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",9,,
852.50,"Extradural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",9,,
852.51,"Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness",9,,
852.52,"Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
852.53,"Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
852.54,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
852.55,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
852.56,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",9,,
852.59,"Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified",9,,
853.00,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",9,,
853.01,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",9,,
853.02,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
853.03,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
853.04,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",9,,
853.05,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
853.06,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
853.09,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",9,,
853.10,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness",9,,
853.11,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with no loss of consciousness",9,,
853.12,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
853.13,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
853.14,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
