CPT_CODE,CPT_LONG_DESCRIPTION,,,
E0441,"OXYGEN CONTENTS, GASEOUS (FOR USE WITH OWNED GASEOUS STATIONARY SYSTEMS OR WHEN BOTH A STATIONARY AND PORTABLE GASEOUS SYSTE",,,
E0442,"OXYGEN CONTENTS, LIQUID (FOR USE WITH OWNED LIQUID STATIONARY SYSTEMS OR WHEN BOTH A STATIONARY AND PORTABLE LIQUID SYSTEM A",,,
E0443,"PORTABLE OXYGEN CONTENTS, GASEOUS (FOR USE ONLY WITH PORTABLE GASEOUS SYSTEMS WHEN NO STATIONARY GAS OR LIQUID SYSTEM IS USE",,,
E0444,"PORTABLE OXYGEN CONTENTS, LIQUID (FOR USE ONLY WITH PORTABLE LIQUID SYSTEMS WHEN NO STATIONARY GAS OR LIQUID SYSTEM IS USED)",,,
E0445,OXIMETER DEVICE FOR MEASURING BLOOD OXYGEN LEVELS NON-INVASIVELY,,,
E0450,"VOLUME VENTILATOR, STATIONARY OR PORTABLE, WITH BACKUP RATE FEATURE, USED WITH INVASIVE INTERFACE (E.G., TRACHEOSTOMY TUBE)",,,
E0454,"PRESSURE VENTILATOR WITH PRESSURE CONTROL, PRESSURE SUPPORT AND FLOW TRIGGERING FEATURES",,,
E0455,"OXYGEN TENT, EXCLUDING CROUP OR PEDIATRIC TENTS",,,
E0457,CHEST SHELL (CUIRASS),,,
E0459,CHEST WRAP,,,
E0460,NEGATIVE PRESSURE VENTILATOR; PORTABLE OR STATIONARY,,,
E0461,"VOLUME VENTILATOR, STATIONARY OR PORTABLE, WITH BACKUP RATE FEATURE, USED WITH NON-INVASIVE INTERFACE",,,
E0462,ROCKING BED WITH OR WITHOUT SIDE RAILS,,,
E0480,"PERCUSSOR, ELECTRIC OR PNEUMATIC, HOME MODEL",,,
E0481,INTRAPULMONARY PERCUSSIVE VENTILATION SYSTEM AND RELATED ACCESSORIES,,,
E0482,"COUGH STIMULATING DEVICE, ALTERNATING POSITIVE AND NEGATIVE AIRWAY PRESSURE",,,
E0483,"HIGH FREQUENCY CHEST WALL OSCILLATION AIR-PULSE GENERATOR SYSTEM, (INCLUDES HOSES AND VEST), EACH",,,
E0484,"OSCILLATORY POSITIVE EXPIRATORY PRESSURE DEVICE, NON-ELECTRIC, ANY TYPE, EACH",,,
E0500,"IPPB MACHINE, ALL TYPES, WITH BUILT-IN NEBULIZATION; MANUAL OR AUTOMATIC VALVES; INTERNAL OR EXTERNAL POWER SOURCE",,,
E0550,"HUMIDIFIER, DURABLE FOR EXTENSIVE SUPPLEMENTAL HUMIDIFICATION DURING IPPB TREATMENTS OR OXYGEN DELIVERY",,,
E0555,"HUMIDIFIER, DURABLE, GLASS OR AUTOCLAVABLE PLASTIC BOTTLE TYPE, FOR USE WITH REGULATOR OR FLOWMETER",,,
E0560,"HUMIDIFIER, DURABLE FOR SUPPLEMENTAL HUMIDIFICATION DURING IPPB TREATMENT OR OXYGEN DELIVERY",,,
E0565,"COMPRESSOR, AIR POWER SOURCE FOR EQUIPMENT WHICH IS NOT SELF- CONTAINED OR CYLINDER DRIVEN",,,
E0570,"NEBULIZER, WITH COMPRESSOR",,,
E0571,"AEROSOL COMPRESSOR, BATTERY POWERED, FOR USE WITH SMALL VOLUME NEBULIZER",,,
E0572,"AEROSOL COMPRESSOR, ADJUSTABLE PRESSURE, LIGHT DUTY FOR INTERMITTENT USE",,,
E0574,ULTRASONIC/ELECTRONIC AEROSOL GENERATOR WITH SMALL VOLUME NEBULIZER,,,
E0575,"NEBULIZER, ULTRASONIC, LARGE VOLUME",,,
E0580,"NEBULIZER, DURABLE, GLASS OR AUTOCLAVABLE PLASTIC, BOTTLE TYPE, FOR USE WITH REGULATOR OR FLOWMETER",,,
E0585,"NEBULIZER, WITH COMPRESSOR AND HEATER",,,
E0590,DISPENSING FEE COVERED DRUG ADMINISTERED THROUGH DME NEBULIZER,,,
E0600,"RESPIRATORY SUCTION PUMP, HOME MODEL, PORTABLE OR STATIONARY, ELECTRIC",,,
E0601,CONTINUOUS AIRWAY PRESSURE (CPAP) DEVICE,,,
E0602,"BREAST PUMP, MANUAL, ANY TYPE",,,
E0603,"BREAST PUMP, ELECTRIC (AC AND/OR DC), ANY TYPE",,,
E0604,"BREAST PUMP, HEAVY DUTY,HOSPITAL GRADE,PISTON OPERATED,PULSATILE VACUUM SUCTION/RELEASE CYCLES,VACUUM REGULATOR,SUPPLIES,TRANSFORMER,ELECTRIC (",,,
E0605,"VAPORIZER, ROOM TYPE",,,
E0606,POSTURAL DRAINAGE BOARD,,,
E0607,HOME BLOOD GLUCOSE MONITOR,,,
E0610,"PACEMAKER MONITOR, SELF-CONTAINED, CHECKS BATTERY DEPLETION, INCLUDES AUDIBLE AND VISIBLE CHECK SYSTEMS",,,
E0615,"PACEMAKER MONITOR, SELF-CONTAINED, CHECKS BATTERY DEPLETION AND OTHER PACEMAKER COMPONENTS, INCLUDES DIGITAL/VISIBLE CHECK SYSTEMS",,,
E0616,"IMPLANTABLE CARDIAC EVENT RECORDER WITH MEMORY, ACTIVATOR AND PROGRAMMER",,,
E0617,EXTERNAL DEFIBRILLATOR WITH INTEGRATED ELECTROCARDIOGRAM ANALYSIS,,,
E0618,"APNEA MONITOR, WITHOUT RECORDING FEATURE",,,
E0619,"APNEA MONITOR, WITH RECORDING FEATURE",,,
E0620,"SKIN PIERCING DEVICE FOR COLLECTION OF CAPILLARY BLOOD, LASER, EACH",,,
E0621,"SLING OR SEAT, PATIENT LIFT, CANVAS OR NYLON",,,
E0625,"PATIENT LIFT, KARTOP, BATHROOM OR TOILET",,,
E0627,SEAT LIFT MECHANISM INCORPORATED INTO A COMBINATION LIFT-CHAIR MECHANISM,,,
E0628,SEPARATE SEAT LIFT MECHANISM FOR USE WITH PATIENT OWNED FURNITURE-ELECTRIC,,,
E0629,SEPARATE SEAT LIFT MECHANISM FOR USE WITH PATIENT OWNED FURNITURE-NON-ELECTRIC,,,
E0630,"PATIENT LIFT, HYDRAULIC, WITH SEAT OR SLING",,,
E0635,"PATIENT LIFT, ELECTRIC WITH SEAT OR SLING",,,
E0636,"MULTIPOSITIONAL PATIENT SUPPORT SYSTEM, WITH INTEGRATED LIFT, PATIENT ACCESSIBLE CONTROLS",,,
E0650,"PNEUMATIC COMPRESSOR, NONSEGMENTAL HOME MODEL",,,
E0651,"PNEUMATIC COMPRESSOR, SEGMENTAL HOME MODEL WITHOUT CALIBRATED GRADIENT PRESSURE",,,
E0652,"PNEUMATIC COMPRESSOR, SEGMENTAL HOME MODEL WITH CALIBRATED GRADIENT PRESSURE",,,
E0655,"NONSEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, HALF ARM",,,
E0660,"NONSEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, FULL LEG",,,
E0665,"NONSEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, FULL ARM",,,
E0666,"NONSEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, HALF LEG",,,
E0667,"SEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, FULL LEG",,,
E0668,"SEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, FULL ARM",,,
E0669,"SEGMENTAL PNEUMATIC APPLIANCE FOR USE WITH PNEUMATIC COMPRESSOR, HALF LEG",,,
E0671,"SEGMENTAL GRADIENT PRESSURE PNEUMATIC APPLIANCE, FULL LEG",,,
E0672,"SEGMENTAL GRADIENT PRESSURE PNEUMATIC APPLIANCE, FULL ARM",,,
E0673,"SEGMENTAL GRADIENT PRESSURE PNEUMATIC APPLIANCE, HALF LEG",,,
E0691,"ULTRAVIOLET LIGHT THERAPY SYSTEM PANEL, INCLUDES BULBS/LAMPS, TIMER AND EYE PROTECTION; TREATMENT AREA 2 SQUARE FEET OR LESS",,,
E0692,"ULTRAVIOLET LIGHT THERAPY SYSTEM PANEL, INCLUDES BULBS/LAMPS, TIMER AND EYE PROTECTION, 4 FOOT PANEL",,,
E0693,"ULTRAVIOLET LIGHT THERAPY SYSTEM PANEL, INCLUDES BULBS/LAMPS, TIMER AND EYE PROTECTION, 6 FOOT PANEL",,,
E0694,"ULTRAVIOLET MULTIDIRECTIONAL LIGHT THERAPY SYSTEM IN 6 FOOT CABINET, INCLUDES BULBS/LAMPS, TIMER AND EYE PROTECTION",,,
E0700,"SAFETY EQUIPMENT (E.G., BELT, HARNESS OR VEST)",,,
E0701,"HELMET WITH FACE GUARD AND SOFT INTERFACE MATERIAL, PREFABRICATED",,,
E0710,"RESTRAINT, ANY TYPE (BODY, CHEST, WRIST OR ANKLE)",,,
E0720,"TENS, TWO LEAD, LOCALIZED STIMULATION",,,
E0730,"TRANSCUTANEOUS ELECTRICAL NERVE STIMULATION DEVICE, FOUR OR MORE LEADS, FOR MULTIPLE NERVE STIMULATION",,,
E0731,FORM-FITTING CONDUCTIVE GARMENT FOR DELIVERY OF TENS OR NMES (WITH CONDUCTIVE FIBERS SEPARATED FROM THE PATIENT'S SKIN BY LAYERS OF FABRIC),,,
E0740,"INCONTINENCE TREATMENT SYSTEM, PELVIC FLOOR STIMULATOR, MONITOR, SENSOR AND/OR TRAINER",,,
E0744,NEUROMUSCULAR STIMULATOR FOR SCOLIOSIS,,,
E0745,"NEUROMUSCULAR STIMULATOR, ELECTRONIC SHOCK UNIT",,,
E0746,"ELECTROMYOGRAPHY (EMG), BIOFEEDBACK DEVICE",,,
E0747,"OSTEOGENESIS STIMULATOR, ELECTRICAL, NONINVASIVE, OTHER THAN SPINAL APPLICATIONS",,,
E0748,"OSTEOGENESIS STIMULATOR, ELECTRICAL, NONINVASIVE, SPINAL APPLICATIONS",,,
E0749,"OSTEOGENESIS STIMULATOR, ELECTRICAL, SURGICALLY IMPLANTED",,,
E0752,"IMPLANTABLE NEUROSTIMULATOR ELECTRODE, EACH",,,
E0754,PATIENT PROGRAMMER (EXTERNAL) FOR USE WITH IMPLANTABLE PROGRAMMABLE NEUROSTIMULATOR PULSE GENERATOR,,,
E0755,ELECTRONIC SALIVARY REFLEX STIMULATOR (INTRAORAL/NONINVASIVE),,,
E0756,IMPLANTABLE NEUROSTIMULATOR PULSE GENERATOR,,,
E0757,IMPLANTABLE NEUROSTIMULATOR RADIOFREQUENCY RECEIVER,,,
E0758,RADIOFREQUENCY TRANSMITTER (EXTERNAL) FOR USE WITH IMPLANTABLE NEUROSTIMULATOR RADIOFREQUENCY RECEIVER,,,
E0759,"RADIOFREQUENCY TRANSMITTER (EXTERNAL) FOR USE WITH IMPLANTABLE SACRAL ROOT NEUROSTIMULATOR RECEIVER FOR BOWEL AND BLADDER MANAGEMENT, REPLACEME",,,
E0760,"OSTEOGENESIS STIMULATOR, LOW INTENSITY ULTRASOUND, NON-INVASIVE",,,
E0761,"NON-THERMAL PULSED HIGH FREQUENCY RADIOWAVES, HIGH PEAK POWER ELECTROMAGNETIC ENERGY TREATMENT DEVICE",,,
E0765,"FDA APPROVED NERVE STIMULATOR, WITH REPLACEABLE BATTERIES, FOR TREATMENT OF NAUSEA AND VOMITING",,,
E0776,IV POLE,,,
E0779,"AMBULATORY INFUSION PUMP, MECHANICAL, REUSABLE, FOR INFUSION 8 HOURS OR GREATER",,,
E0780,"AMBULATORY INFUSION PUMP, MECHANICAL, REUSABLE, FOR INFUSION LESS THAN 8 HOURS",,,
E0781,"AMBULATORY INFUSION PUMP, SINGLE OR MULTIPLE CHANNELS, ELECTRIC OR BATTERY OPERATED, WITH ADMINISTRATIVE EQUIPMENT, WORN BY PATIENT",,,
E0782,"INFUSION PUMP, IMPLANTABLE, NON-PROGRAMMABLE (INCLUDES ALL COMPONENTS, E.G., PUMP, CATHETER, CONNECTORS, ETC.)",,,
E0783,"INFUSION PUMP SYSTEM, IMPLANTABLE, PROGRAMMABLE (INCLUDES ALL COMPONENTS, E.G., PUMP, CATHETER, CONNECTORS, ETC.)",,,
E0784,"EXTERNAL AMBULATORY INFUSION PUMP, INSULIN",,,
E0785,"IMPLANTABLE INTRASPINAL (EPIDURAL/INTRATHECAL) CATHETER USED WITH IMPLANTABLE INFUSION PUMP, REPLACEMENT",,,
E0786,"IMPLANTABLE PROGRAMMABLE INFUSION PUMP, REPLACEMENT (EXCLUDES IMPLANTABLE INTRASPINAL CATHETER)",,,
E0791,"PARENTERAL INFUSION PUMP, STATIONARY, SINGLE OR MULTI-CHANNEL",,,
E0830,"AMBULATORY TRACTION DEVICE, ALL TYPES, EACH",,,
E0840,"TRACTION FRAME, ATTACHED TO HEADBOARD, CERVICAL TRACTION",,,
E0850,"TRACTION STAND, FREE STANDING, CERVICAL TRACTION",,,
E0855,CERVICAL TRACTION EQUIPMENT NOT REQUIRING ADDITIONAL STAND OR FRAME,,,
E0860,"TRACTION EQUIPMENT, OVERDOOR, CERVICAL",,,
E0870,"TRACTION FRAME, ATTACHED TO FOOTBOARD, EXTREMITY TRACTION, (E.G., BUCK'S)",,,
E0880,"TRACTION STAND, FREE STANDING, EXTREMITY TRACTION, (E.G., BUCK'S)",,,
E0890,"TRACTION FRAME, ATTACHED TO FOOTBOARD, PELVIC TRACTION",,,
E0900,"TRACTION STAND, FREE STANDING, PELVIC TRACTION, (E.G., BUCK'S)",,,
E0910,"TRAPEZE BARS, ALSO KNOWN AS PATIENT HELPER, ATTACHED TO BED, WITH GRAB BAR",,,
E0920,"FRACTURE FRAME, ATTACHED TO BED, INCLUDES WEIGHTS",,,
E0930,"FRACTURE FRAME, FREE STANDING, INCLUDES WEIGHTS",,,
E0935,PASSIVE MOTION EXERCISE DEVICE,,,
E0940,"TRAPEZE BAR, FREE STANDING, COMPLETE WITH GRAB BAR",,,
E0941,"GRAVITY ASSISTED TRACTION DEVICE, ANY TYPE",,,
E0942,CERVICAL HEAD HARNESS/HALTER,,,
E0943,CERVICAL PILLOW,,,
E0944,PELVIC BELT/HARNESS/BOOT,,,
E0945,EXTREMITY BELT/HARNESS,,,
E0946,"FRACTURE, FRAME, DUAL WITH CROSS BARS, ATTACHED TO BED, (E.G. BALKEN, 4 POSTER)",,,
E0947,"FRACTURE FRAME, ATTACHMENTS FOR COMPLEX PELVIC TRACTION",,,
E0948,"FRACTURE FRAME, ATTACHMENTS FOR COMPLEX CERVICAL TRACTION",,,
E0950,TRAY,,,
E0951,"LOOP HEEL, EACH",,,
E0952,"LOOP TOE, EACH",,,
E0953,"PNEUMATIC TIRE, EACH",,,
E0954,"SEMI-PNEUMATIC CASTER, EACH",,,
E0958,WHEELCHAIR ATTACHMENT TO CONVERT ANY WHEELCHAIR TO ONE ARM DRIVE,,,
E0959,AMPUTEE ADAPTER (DEVICE USED TO COMPENSATE FOR TRANSFER OF WEIGHT DUE TO LOST LIMBS TO MAINTAIN PROPER BALANCE),,,
E0961,"BRAKE EXTENSION, FOR WHEELCHAIR",,,
E0962,"ONE-INCH CUSHION, FOR WHEELCHAIR",,,
E0963,"TWO-INCH CUSHION, FOR WHEELCHAIR",,,
E0964,"THREE-INCH CUSHION, FOR WHEELCHAIR",,,
E0965,"FOUR-INCH CUSHION, FOR WHEELCHAIR",,,
E0966,HOOK ON HEAD REST EXTENSION,,,
E0967,"WHEELCHAIR HAND RIMS WITH EIGHT VERTICAL RUBBER TIPPED PROJECTIONS, PAIR",,,
E0968,"COMMODE SEAT, WHEELCHAIR",,,
E0969,"NARROWING DEVICE, WHEELCHAIR",,,
E0970,"NO.2 FOOTPLATES, EXCEPT FOR ELEVATING LEG REST",,,
E0971,ANTI-TIPPING DEVICE WHEELCHAIR,,,
E0972,TRANSFER BOARD OR DEVICE,,,
E0973,"ADJUSTABLE HEIGHT DETACHABLE ARMS, DESK OR FULL-LENGTH, WHEELCHAIR",,,
E0974,"""GRADE-AID"" (DEVICE TO PREVENT ROLLING BACK ON AN INCLINE) FOR WHEELCHAIR",,,
E0975,"REINFORCED SEAT UPHOLSTERY, WHEELCHAIR",,,
E0976,"REINFORCED BACK, WHEELCHAIR, UPHOLSTERY OR OTHER MATERIAL",,,
E0977,"WEDGE CUSHION, WHEELCHAIR",,,
E0978,"BELT, SAFETY WITH AIRPLANE BUCKLE, WHEELCHAIR",,,
E0979,"BELT, SAFETY WITH VELCRO CLOSURE, WHEELCHAIR",,,
E0980,"SAFETY VEST, WHEELCHAIR",,,
E0990,"ELEVATING LEG REST, EACH",,,
E0991,UPHOLSTERY SEAT,,,
E0992,SOLID SEAT INSERT,,,
E0993,"BACK, UPHOLSTERY",,,
E0994,"ARM REST, EACH",,,
E0995,"CALF REST, EACH",,,
E0996,"TIRE, SOLID, EACH",,,
E0997,CASTER WITH FORK,,,
E0998,CASTER WITHOUT FORK,,,
E0999,PNEUMATIC TIRE WITH WHEEL,,,
E1000,"TIRE, PNEUMATIC CASTER",,,
E1001,"WHEEL, SINGLE",,,
E1011,"MODIFICATION TO PEDIATRIC WHEELCHAIR, WIDTH ADJUSTMENT PACKAGE (NOT TO BE DISPENSED WITH INITIAL CHAIR)",,,
E1012,"INTEGRATED SEATING SYSTEM, PLANAR, FOR PEDIATRIC WHEELCHAIR",,,
E1013,"INTEGRATED SEATING SYSTEM, CONTOURED, FOR PEDIATRIC WHEELCHAIR",,,
E1014,"RECLINING BACK, ADDITION TO PEDIATRIC WHEELCHAIR",,,
E1015,"SHOCK ABSORBER FOR MANUAL WHEELCHAIR, EACH",,,
E1016,"SHOCK ABSORBER FOR POWER WHEELCHAIR, EACH",,,
E1017,"HEAVY DUTY SHOCK ABSORBER FOR HEAVY DUTY OR EXTRA HEAVY DUTY MANUAL WHEELCHAIR, EACH",,,
E1018,"HEAVY DUTY SHOCK ABSORBER FOR HEAVY DUTY OR EXTRA HEAVY DUTY POWER WHEELCHAIR, EACH",,,
E1020,RESIDUAL LIMB SUPPORT SYSTEM FOR WHEELCHAIR,,,
E1025,"LATERAL THORACIC SUPPORT, NON-CONTOURED, FOR PEDIATRIC WHEELCHAIR, EACH (INCLUDES HARDWARE)",,,
E1026,"LATERAL THORACIC SUPPORT, CONTOURED, FOR PEDIATRIC WHEELCHAIR, EACH (INCLUDES HARDWARE)",,,
E1027,"LATERAL/ANTERIOR SUPPORT, FOR PEDIATRIC WHEELCHAIR, EACH (INCLUDES HARDWARE)",,,
E1031,"ROLLABOUT CHAIR, ANY AND ALL TYPES WITH CASTERS FIVE INCHES OR GREATER",,,
E1035,"MULTI-POSITIONAL PATIENT TRANSFER SYSTEM, WITH INTEGRATED SEAT, OPERATED BY CARE GIVER",,,
E1037,"TRANSPORT CHAIR, PEDIATRIC SIZE",,,
E1038,"TRANSPORT CHAIR, ADULT SIZE",,,
E1050,"FULLY RECLINING WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1060,"FULLY RECLINING WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1065,"POWER ATTACHMENT (TO CONVERT ANY WHEELCHAIR TO MOTORIZED WHEELCHAIR, E.G., SOLO)",,,
E1066,BATTERY CHARGER,,,
E1069,DEEP CYCLE BATTERY,,,
E1070,"FULLY RECLINING WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTREST",,,
E1083,"HEMI-WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1084,"HEMI-WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1085,"HEMI-WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1086,"HEMI-WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1087,"HIGH-STRENGTH LIGHTWEIGHT WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1088,"HIGH-STRENGTH LIGHTWEIGHT WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1089,"HIGH-STRENGTH LIGHTWEIGHT WHEELCHAIR; FIXED-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1090,"HIGH-STRENGTH LIGHTWEIGHT WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1092,"WIDE HEAVY-DUTY WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1093,"WIDE HEAVY-DUTY WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1100,"SEMI-RECLINING WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1110,"SEMI-RECLINING WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, ELEVATING LEG REST",,,
E1130,"STANDARD WHEELCHAIR; FIXED FULL-LENGTH ARMS, FIXED OR SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1140,"WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1150,"WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1160,"WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1161,"MANUAL ADULT SIZE WHEELCHAIR, INCLUDES TILT IN SPACE",,,
E1170,"AMPUTEE WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1171,"AMPUTEE WHEELCHAIR; FIXED FULL-LENGTH ARMS, WITHOUT FOOTRESTS OR LEGRESTS",,,
E1172,"AMPUTEE WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, WITHOUT FOOTRESTS OR LEGRESTS",,,
E1180,"AMPUTEE WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1190,"AMPUTEE WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1195,"HEAVY DUTY WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1200,"AMPUTEE WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTREST",,,
E1210,"MOTORIZED WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1211,"MOTORIZED WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGREST",,,
E1212,"MOTORIZED WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1213,"MOTORIZED WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1220,"WHEELCHAIR; SPECIALLY SIZED OR CONSTRUCTED, (INDICATE BRAND NAME, MODEL NUMBER, IF ANY, AND JUSTIFICATION)",,,
E1221,"WHEELCHAIR WITH FIXED ARM, FOOTRESTS",,,
E1222,"WHEELCHAIR WITH FIXED ARM, ELEVATING LEGRESTS",,,
E1223,"WHEELCHAIR WITH DETACHABLE ARMS, FOOTRESTS",,,
E1224,"WHEELCHAIR WITH DETACHABLE ARMS, ELEVATING LEGRESTS",,,
E1225,SEMI-RECLINING BACK FOR CUSTOMIZED WHEEL CHAIR,,,
E1226,FULL RECLINING BACK FOR CUSTOMIZED WHEELCHAIR,,,
E1227,SPECIAL HEIGHT ARMS FOR WHEELCHAIR,,,
E1228,SPECIAL BACK HEIGHT FOR WHEELCHAIR,,,
E1230,"POWER OPERATED VEHICLE (THREE- OR FOUR-WHEEL NONHIGHWAY), SPECIFY BRAND NAME AND MODEL NUMBER",,,
E1231,"WHEELCHAIR, PEDIATRIC SIZE, TILT-IN-SPACE, RIGID, ADJUSTABLE, WITH SEATING SYSTEM",,,
E1232,"WHEELCHAIR, PEDIATRIC SIZE, TILT-IN-SPACE, FOLDING, ADJUSTABLE, WITH SEATING SYSTEM",,,
E1233,"WHEELCHAIR, PEDIATRIC SIZE, TILT-IN-SPACE, RIGID, ADJUSTABLE, WITHOUT SEATING SYSTEM",,,
E1234,"WHEELCHAIR, PEDIATRIC SIZE, TILT-IN-SPACE, FOLDING, ADJUSTABLE, WITHOUT SEATING SYSTEM",,,
E1235,"WHEELCHAIR, PEDIATRIC SIZE, RIGID, ADJUSTABLE, WITH SEATING SYSTEM",,,
E1236,"WHEELCHAIR, PEDIATRIC SIZE, FOLDING, ADJUSTABLE, WITH SEATING SYSTEM",,,
E1237,"WHEELCHAIR, PEDIATRIC SIZE, RIGID, ADJUSTABLE, WITHOUT SEATING SYSTEM",,,
E1238,"WHEELCHAIR, PEDIATRIC SIZE, FOLDING, ADJUSTABLE, WITHOUT SEATING SYSTEM",,,
E1240,"LIGHTWEIGHT WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE, ELEVATING LEGREST",,,
E1250,"LIGHTWEIGHT WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1260,"LIGHTWEIGHT WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTRESTS",,,
E1270,"LIGHTWEIGHT WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE, ELEVATING LEGRESTS",,,
E1280,"HEAVY DUTY WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, ELEVATING LEGRESTS",,,
E1285,"HEAVY DUTY WHEELCHAIR; FIXED FULL-LENGTH ARMS, SWING-AWAY, DETACHABLE FOOTREST",,,
E1290,"HEAVY DUTY WHEELCHAIR; DETACHABLE ARMS, DESK OR FULL-LENGTH, SWING-AWAY, DETACHABLE FOOTREST",,,
E1295,"HEAVY DUTY WHEELCHAIR; FIXED FULL-LENGTH ARMS, ELEVATING LEGREST",,,
E1296,SPECIAL WHEELCHAIR SEAT HEIGHT FROM FLOOR,,,
E1297,"SPECIAL WHEELCHAIR SEAT DEPTH, BY UPHOLSTERY",,,
E1298,"SPECIAL WHEELCHAIR SEAT DEPTH AND/OR WIDTH, BY CONSTRUCTION",,,
E1300,"WHIRLPOOL, PORTABLE (OVERTUB TYPE)",,,
E1310,"WHIRLPOOL, NONPORTABLE (BUILT-IN TYPE)",,,
E1340,"REPAIR OR NONROUTINE SERVICE FOR DURABLE MEDICAL EQUIPMENT REQUIRING THE SKILL OF A TECHNICIAN, LABOR COMPONENT, PER 15 MINUTES",,,
E1353,REGULATOR,,,
E1355,STAND/RACK,,,
E1372,IMMERSION EXTERNAL HEATER FOR NEBULIZER,,,
E1390,"OXYGEN CONCENTRATOR, CAPABLE OF DELIVERING 85 PERCENT OR GREATER OXYGEN CONCENTRATION AT THE PRESCRIBED FLOW RATE",,,
